source,rank,title
誠品,1,"最初的你, 早已足夠 (限量親簽版)"
誠品,4,"既要又要還要: 與慾望共生, 做個既貪婪又可愛的女人 (限量作者親簽版/附護手霜)"
誠品,5,"99%的人輸在不會表達: 話說對了, 事就成了。公司裡該怎麼說話? 麻煩就沒了。"
誠品,6,"Rewire-神經可塑性: 用神經科學突破行為模式迴圈, 終結焦慮、恐慌和憂鬱, 實現最佳的心理健康"
誠品,7,"納瓦爾寶典: 從白手起家到財務自由, 矽谷傳奇創投家的投資哲學與人生智慧 (附限量納瓦爾最新智慧語錄拉頁)"
誠品,8,向流星許願的我們: 戲劇寫真書 (附再版寫真卡)
