source,rank,title
誠品,3,"99%的人輸在不會表達: 話說對了, 事就成了。公司裡該怎麼說話? 麻煩就沒了。"
誠品,4,"既要又要還要: 與慾望共生, 做個既貪婪又可愛的女人 (限量作者親簽版/附護手霜)"
誠品,5,暗殺教室公式角色書: 點名的一課 (全)
誠品,6,小瘤球遊記: 一位鼻咽癌患者的療癒旅程 (作者限量簽名版/附療癒旅程插畫書卡組)
誠品,7,天路歷程: 靈修導讀本 (第2版)
誠品,8,"Rewire-神經可塑性: 用神經科學突破行為模式迴圈, 終結焦慮、恐慌和憂鬱, 實現最佳的心理健康"
