source,rank,title
博客來,47,祕密中的祕密
博客來,48,怪怪守護神裏 超！無極限彩圖&激！養眼漫畫集 全
博客來,49,對我垂涎欲滴的非人少女(10)
博客來,50,淬鍊成光──馬光35年的堅持與突破之路
博客來,51,寫給妳的吶喊之歌 1
博客來,52,SWALLOW’S BOX 里つばめ作品集 (首刷限定版) 全
博客來,53,阿甘投資法：不看盤、不選股、不挑買點也能穩穩賺
博客來,54,蛤蟆先生去看心理師（暢銷300萬冊！英國心理諮商經典，附《蛤蟆先生勇氣藏書卡》組）
博客來,55,致富心態（全球暢銷千萬增訂版）：關於財富、貪婪與幸福的20堂理財課
博客來,56,DOUBLE DOG BUDDY 雙犬搭檔 首刷限定版 1+2 不分售
博客來,57,K-9 警視廳公安部公安第9課異能對策組 (首刷限定版) 1
博客來,58,令人無奈卻又惹人憐愛 首刷限定版
博客來,59,個人品牌真相大白：圖解操作邏輯與應用方式。一次做對，個人價值翻倍。
博客來,60,高希均回憶錄：從「天下哪有白吃午餐」到「和平幸福」
博客來,61,財富自由心理學：療癒金錢焦慮，修練致富心態
博客來,62,我可能錯了：森林智者的最後一堂人生課
博客來,63,黃仁勳傳（暢銷增訂版）：輝達創辦人如何打造全球最搶手的晶片
博客來,64,如果西遊是一群喵(2)
博客來,65,投資人生：運用投資思維，放大你的人生報酬
博客來,66,鬼今天也等待著雨 首刷限定版
博客來,67,貓毛與惡癖(全) 特典版
博客來,68,甜美地觸及口中 首刷限定版
博客來,69,你那閃耀的目光 首刷限定版
博客來,70,鬼滅之刃 20 (特裝版)
博客來,71,機器人能算入經驗人數嗎？？ (首刷附錄版) 1
博客來,72,春風的異邦人 6
博客來,73,花開時節（全新修訂版）
博客來,74,藍色時期 (首刷限定版) 18
博客來,75,萬咒之王（博客來獨家親簽+蓋印）：六字大明咒，最直接的成就之道【隨書贈：六字大明咒圖卡】
博客來,76,窮查理的普通常識（紀念典藏版）：巴菲特50年智慧合夥人查理．蒙格的人生哲學
博客來,77,馬斯克寶典【博客來獨家贈送｜馬斯克「極限思維」火箭升空桌面立牌】：從顛覆矽谷到打造太空帝國，讀懂全球
博客來,78,便當實驗室又開張了：日日和特別日的菜單挑戰記
博客來,79,花錢有道：懂得花、捨得花、值得花，郝哥的39個富思維
博客來,80,請注視深夜裡的我(02)豪華限定版
博客來,81,敬啟者，致往日盛開的花朵們 (2)
博客來,82,最新！新制多益TOEIC聽力＋閱讀 題庫大全【博客來獨家套書】：最強團隊解密最新趨勢（附音檔下載QR碼）
博客來,83,高功能倖存者：如果不「有用」，我還值得被愛嗎？（限量作者親簽版）
博客來,84,投資贏在不犯錯：華爾街頂級資產管理人30年實戰心得，教你避開99％投資人賠錢的錯誤思維、數據迷思與行為偏誤
博客來,85,平衡免疫，終結慢性發炎：功能醫學名醫帶你重新理解過敏、自體免疫與慢性發炎，校準健康防護力
博客來,86,GRAND BLUE碧藍之海 24
博客來,87,隨他們去：全球熱銷突破1000萬冊現象級巨作！改變千萬人命運的心理技巧【博客來獨家版．附內在覺醒影響力躍昇卡】
博客來,88,黃泉使者 (首刷限定版) 11
博客來,89,納瓦爾寶典：從白手起家到財務自由， 矽谷傳奇創投家的投資哲學與人生智慧
博客來,90,活出你的本來面目：獻給現代人的榮格心靈指南：在有限的人生裡，活出此生的真正意義
博客來,91,日花閃爍：台語的美麗詞彙&一百首詩
博客來,92,我內心的糟糕念頭 戀愛喜劇尚未成立 (首刷限定版) 1
博客來,93,皎潔深宵之月 (首刷限定版) 10
博客來,94,從信仰出發：跟著媽祖開始的徒步環島
博客來,95,非暴力溝通：愛的語言(全新修訂版)
博客來,96,最愛母親角色的反派貴族 ～以誠摯努力成為最強，盡情拯救不幸的推角～ (1)
博客來,97,北歐時間：世界第一幸福國度教會我的事
博客來,98,穿著羊皮的野獸(02)
博客來,99,尋鯨人的夢境：麻醉科醫師「永遠天晴」的奇幻漂流。在鯨魚的呼吸裡，聽見生命最深的寧靜
博客來,100,ONE PIECE航海王 (首刷限定版) 113
